Name,Synset State,Custom?,Leaf?,Definition,Parents,Children,Tasks,Direct Categories,Direct Objects,Total Objects,Requiring Task Count,Action,Done,Category,Label,Arg,Actual Object,Notes
salad.n.01,Not Ready,FALSE,TRUE,food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens,"dish.n.02,",,"prepare_a_slow_dinner_party-0,                         preparing_food_for_company-0,                         serving_food_at_a_homeless_shelter-0,                         serving_hors_d_oeuvres-0,",,0,0,4,BUY,1,,,3d model 32 salad (turbosquid.com),,need to change bddl
salsa__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"make_chicken_fajitas-0,                         make_nachos-0,                         make_tacos-0,",,0,0,3,GENERATE,,salsa_bottle,SALSA,squeeze_bottle.n.01,uzmhdn,
salt__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"filling_salt-0,",,0,0,1,GENERATE,,salt_bottle,SALT,cleansing__bottle.n.01,ovjhuf,
sanitary_napkin.n.01,Not Ready,FALSE,TRUE,a disposable absorbent pad (trade name Kotex); worn to absorb menstrual flow,"pad.n.04,",,"sorting_household_items-0,",,0,0,1,BUY,1,,,3d model sanitary napkin (turbosquid.com),,
scallop.n.02,Not Ready,FALSE,TRUE,edible muscle of mollusks having fan-shaped shells; served broiled or poached or in salads or cream sauces,"shellfish.n.01,",,"clean_scallops-0,                         make_seafood_stew-0,",,0,0,2,BUY,1,,,3D seashell real model - TurboSquid 1624767,,
scarf.n.01,Not Ready,FALSE,TRUE,a garment worn around the head or neck or shoulders for warmth or decoration,"garment.n.01,",,"tidying_up_wardrobe-0,",,0,0,1,BUY,1,,,3D Football Fan Scarf Unfolded model - TurboSquid 1852365,,
schnitzel.n.01,Not Ready,FALSE,TRUE,deep-fried breaded veal cutlets,"dish.n.02,",,"make_a_wiener_schnitzle-0,",,0,0,1,BUY,1,,,3D Chicken Schnitzel - TurboSquid 1973390,,
sealant__atomizer.n.01,Not Ready,TRUE,TRUE,,"dispenser.n.01,",,"laying_paving_stones-0,                         spray_stucco-0,",,0,0,2,GENERATE,,sealant_atomizer,SEALANT,atomizer.n.01,buxqkr,
sesame_oil__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"make_fried_rice-0,",,0,0,1,GENERATE,,sesame_oil_bottle,SESAME OIL,oil__bottle.n.01,yoxfyu,
sesame_seed__shaker.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"make_bagels-0,",,0,0,1,GENERATE,,sesame_seed_shaker,SESAME SEED,shaker.n.03,nbjgci,
shampoo__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"clean_tweed-0,                         shampooing_carpet-0,",,0,0,2,GENERATE,,shampoo_bottle,SHAMPOO,cleansing__bottle.n.01,ovjhuf,
shortening__carton.n.01,Not Ready,TRUE,TRUE,,"box.n.01,",,"make_biscuits-0,",,0,0,1,GENERATE,,shortening_carton,SHORTENING,jug.n.01,quzmfw,
silk.n.01,Not Ready,FALSE,TRUE,a fabric made from the fine threads produced by certain insect larvae,"fabric.n.01,",,"washing_fabrics-0,",,0,0,1,REPLACE,,,,garment.n.01,,
skateboard_wheel.n.01,Not Ready,TRUE,TRUE,,"wheel.n.01,",,"clean_skateboard_bearings-0,",,0,0,1,BUY,1,,,3d 8 wheels collections model (turbosquid.com),,
sleeping_bag.n.01,Not Ready,FALSE,TRUE,large padded bag designed to be slept in outdoors; usually rolls up like a bedroll,"bag.n.01,",,"clean_synthetic_hiking_gear-0,                         packing_hiking_equipment_into_car-0,                         unpacking_recreational_vehicle_for_trip-0,",,0,0,3,BUY,1,,,White single 3D model - TurboSquid 1531223,,
soap__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"mopping_floors-0,",,0,0,1,GENERATE,,soap_bottle,SOAP,cleansing__bottle.n.01,ovjhuf,
soda__can.n.01,Not Ready,TRUE,TRUE,,"container.n.01,",,"make_watermelon_punch-0,",,0,0,1,GENERATE,,soda_can,SODA,water_bottle.n.01,kijnrj,
soda_water__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"make_a_mojito-0,",,0,0,1,GENERATE,,soda_water_bottle,SODA WATER,water_bottle.n.01,lzdzkk,
sodium_carbonate__jar.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"adding_chemicals_to_pool-0,                         baking_sugar_cookies-0,                         clean_clear_plastic-0,                         clean_invisalign-0,                         clean_kitchen_appliances-0,                         clean_stainless_steel_sinks-0,                         clean_vans-0,                         clean_vases-0,                         make_cake_mix-0,                         make_lemon_stain_remover-0,",,0,0,10,GENERATE,,sodium_carbonate_jar,SODIUM CARBONATE,mason_jar.n.01,kijnrj,
soil__bag.n.01,Not Ready,TRUE,TRUE,,"container.n.01,",,"make_a_small_vegetable_garden-0,                         planting_trees-0,                         planting_vegetables-0,",,0,0,3,GENERATE,,soil_bag,SOIL,gunnysack.n.01,endfho,
solvent__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"stripping_furniture-0,",,0,0,1,GENERATE,,solvent_bottle,SOLVENT,cleansing__bottle.n.01,ovjhuf,
soy_sauce__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"cook_beef_and_onions-0,                         cook_bok_choy-0,                         make_beef_and_broccoli-0,                         make_fried_rice-0,",,0,0,4,GENERATE,,soy_sauce_bottle,SOY SAUCE,squeeze_bottle.n.01,uzmhdn,
space_heater.n.01,Not Ready,FALSE,TRUE,heater consisting of a self-contained (usually portable) unit to warm a room,"heater.n.01,",,"de_ice_a_car-0,",,0,0,1,BUY,1,,,3d heater fan model (turbosquid.com),,
spice_cookie.n.01,Not Ready,FALSE,TRUE,cookie flavored with spices,"cookie.n.01,",,"make_cookies-0,",,0,0,1,ACTION,1,,,,,generate from cookie
sponge_cake.n.01,Not Ready,FALSE,TRUE,a light porous cake made with eggs and flour and sugar without shortening,"cake.n.03,",,"cool_cakes-0,",,0,0,1,REPLACE,,,,fruitcake.n.02,,
spray_paint__can.n.01,Not Ready,TRUE,TRUE,,"dispenser.n.01,",,"installing_a_fence-0,                         painting_house_exterior-0,                         painting_porch-0,",,0,0,3,GENERATE,,spray_paint_can,SPRAY PAINT,atomizer.n.01,buxqkr,
sugar__sack.n.01,Not Ready,TRUE,TRUE,,"bag.n.01,",,"baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         filling_sugar-0,                         make_a_blended_iced_cappuccino-0,                         make_a_cheese_pastry-0,                         make_a_frappe-0,                         make_applesauce-0,                         make_blueberry_mousse-0,                         make_brownies-0,                         make_cake_filling-0,                       ...",,0,0,28,GENERATE,,sugar_sack,SUGAR,gunnysack.n.01,endfho,
sugar_cookie.n.01,Not Ready,FALSE,TRUE,cookies sprinkled with granulated sugar,"cookie.n.01,",,"baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         ice_cookies-0,                         set_a_table_for_a_tea_party-0,",,0,0,4,ACTION,1,,,,,generate from cookie
sugar_cookie_dough.n.01,Not Ready,TRUE,TRUE,,"dough.n.01,",,"make_cookie_dough-0,",,0,0,1,ACTION,1,,,,,generate from dough
sugar_syrup__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"make_an_iced_espresso-0,                         make_cream_soda-0,",,0,0,2,GENERATE,,sugar_syrup_bottle,SUGAR SYRUP,squeeze_bottle.n.01,uzmhdn,
sunflower_seed__bag.n.01,Not Ready,TRUE,TRUE,,"container.n.01,",,"make_homemade_bird_food-0,                         toast_sunflower_seeds-0,",,0,0,2,GENERATE,,sunflower_seed_bag,SUNFLOWER SEED,gunnysack.n.01,endfho,
throw.n.04,Not Ready,FALSE,TRUE,bedclothes consisting of a lightweight cloth covering (an afghan or bedspread) that is casually thrown over something,"bedclothes.n.01,",,"setting_up_room_for_a_movie-0,",,0,0,1,REPLACE,,,,sheet.n.03,,
thyme__shaker.n.01,Not Ready,TRUE,TRUE,,"container.n.01,",,"cook_turkey_drumsticks-0,                         cooking_food_for_adult-0,",,0,0,2,GENERATE,,thyme_shaker,THYME,shaker.n.03,nbjgci,
toaster_oven.n.01,Not Ready,FALSE,TRUE,kitchen appliance consisting of a small electric oven for toasting or warming food,"kitchen_appliance.n.01,",,"clean_a_toaster_oven-0,                         make_chicken_and_waffles-0,                         rearranging_kitchen_furniture-0,",,0,0,3,NONE,,,,,,
tofu.n.02,Not Ready,TRUE,TRUE,,"curd.n.01,",,"cook_tofu-0,",,0,0,1,BUY,1,,,realistic fresh tofu max (turbosquid.com),,
toilet_soap__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"clean_fur-0,",,0,0,1,GENERATE,,toilet_soap_bottle,TOILET SOAP,cleansing__bottle.n.01,ovjhuf,
tomato_paste__can.n.01,Not Ready,TRUE,TRUE,,"container.n.01,",,"make_pizza_sauce-0,",,0,0,1,GENERATE,,tomato_paste_can,TOMATO PASTE,water_bottle.n.01,lzdzkk,
tomato_sauce__jar.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"make_a_red_meat_sauce-0,                         make_pizza-0,                         make_seafood_stew-0,",,0,0,3,GENERATE,,tomato_sauce_jar,TOMATO SAUCE,mason_jar.n.01,kijnrj,
trailer_truck.n.01,Not Ready,FALSE,TRUE,a truck consisting of a tractor and trailer together,"truck.n.01,",,"installing_a_trailer_hitch-0,",,0,0,1,BUY,1,,,3D Flat Nose Truck - TurboSquid 1903201,,
trampoline.n.01,Not Ready,FALSE,TRUE,gymnastic apparatus consisting of a strong canvas sheet attached with springs to a metal frame; used for tumbling,"gymnastic_apparatus.n.01,",,"setup_a_trampoline-0,",,0,0,1,BUY,1,,,https://www.turbosquid.com/3d-models/trampoline-3d-model-3d-1719805,,
turkey_leg.n.01,Not Ready,FALSE,TRUE,the lower joint of the leg of a turkey,"drumstick.n.01,",,"cook_turkey_drumsticks-0,",,0,0,1,BUY,1,,,Chicken food poultry 3D model - TurboSquid 1686042,,
vanilla__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         make_a_cheese_pastry-0,                         make_brownies-0,                         make_chocolate_syrup-0,                         make_cookie_dough-0,                         make_cookies-0,                         make_edible_chocolate_chip_cookie_dough-0,                         make_eggnog-0,                         make_hot_cocoa-0,                       ...",,0,0,12,GENERATE,,vanilla_bottle,VANILLA,squeeze_bottle.n.01,uzmhdn,
veal.n.01,Not Ready,FALSE,TRUE,meat from a calf,"meat.n.01,",,"make_a_wiener_schnitzle-0,",,0,0,1,BUY,1,,,Raw meat cutting board model - TurboSquid 1583904,,
vinegar__atomizer.n.01,Not Ready,TRUE,TRUE,,"dispenser.n.01,",,"clean_mirrors-0,                         clean_out_a_guinea_pigs_hutch-0,                         clean_soot_from_glass_lanterns-0,",,0,0,3,GENERATE,,vinegar_atomizer,VINEGAR,atomizer.n.01,asztxi,
vinegar__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"clean_apples-0,                         clean_dentures-0,                         clean_dentures_with_vinegar-0,                         clean_nickel-0,                         clean_raw_denim-0,                         clean_snap_peas-0,                         clean_strawberries-0,                         clean_suede_gloves-0,                         clean_vases-0,                         clean_wine_glasses-0,                       ...",,0,0,19,GENERATE,,vinegar_bottle,VINEGAR,oil__bottle.n.01,yoxfyu,
vodka__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"mixing_drinks-0,",,0,0,1,GENERATE,,vodka_bottle,VODKA,wine_bottle.n.01,ovjhuf,
water__atomizer.n.01,Not Ready,TRUE,TRUE,,"dispenser.n.01,",,"clean_out_a_guinea_pigs_hutch-0,                         clean_soot_from_glass_lanterns-0,",,0,0,2,GENERATE,,water_atomizer,WATER,atomizer.n.01,asztxi,
water_bottle.n.01,Not Ready,FALSE,TRUE,a bottle for holding water,"bottle.n.01,",,"bringing_water-0,                         buy_food_for_camping-0,                         carrying_water-0,                         clean_couch_pillows-0,                         cleaning_parks-0,                         emptying_trash_cans-0,                         fill_a_hot_water_bottle-0,                         make_a_car_emergency_kit-0,                         pack_for_the_pool-0,                         packing_hiking_equipment_into_car-0,                       ...",,0,0,23,NONE,,,,,,
wax_paper.n.01,Not Ready,FALSE,TRUE,paper that has been waterproofed by treatment with wax or paraffin,"paper.n.01,",,"cook_a_turkey-0,                         cook_lamb-0,                         freeze_lasagna-0,                         freeze_meat-0,",,0,0,4,BUY,1,,,Kraft Paper Sheet Folded in Four 3D model - TurboSquid 1994212,,
whipped_cream__atomizer.n.01,Not Ready,TRUE,TRUE,,"dispenser.n.01,",,"make_blueberry_mousse-0,                         make_strawberries_and_cream-0,",,0,0,2,GENERATE,,whipped_cream_atomizer,WHIPPED CREAM,atomizer.n.01,buxqkr,
whiskey__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"preparing_food_for_adult-0,",,0,0,1,GENERATE,,whiskey_bottle,WHISKEY,wine_bottle.n.01,ovjhuf,
white_rice__sack.n.01,Not Ready,TRUE,TRUE,,"bag.n.01,",,"cook_seafood_paella-0,                         make_curry_rice-0,                         make_red_beans_and_rice-0,                         make_tomato_rice-0,",,0,0,4,GENERATE,,white_rice_sack,WHITE RICE,gunnysack.n.01,endfho,
white_sauce__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"cook_snap_peas-0,",,0,0,1,GENERATE,,white_sauce_bottle,WHITE SAUCE,squeeze_bottle.n.01,uzmhdn,
wicker_basket.n.01,Not Ready,FALSE,TRUE,a basket made of wickerwork,"basket.n.01,",,"assembling_gift_baskets-0,                         clean_baby_toys-0,                         clean_cabbage-0,                         clean_pine_cones-0,                         collecting_berries-0,                         hanging_up_bedsheets-0,                         hiding_Easter_eggs-0,                         make_homemade_bird_food-0,                         make_stew-0,                         make_the_ultimate_spa_basket-0,                       ...",,0,0,24,NONE,,,,,,
windshield.n.01,Not Ready,FALSE,TRUE,transparent screen (as of glass) to protect occupants of a vehicle,"screen.n.05,",,"clean_a_glass_windshield-0,",,0,0,1,ACTION,1,,,,,generate from car
wine_bottle.n.01,Not Ready,FALSE,TRUE,a bottle for holding wine,"bottle.n.01,",,"bottling_wine-0,                         clean_up_after_a_dinner_party-0,                         cook_seafood_paella-0,                         loading_shopping_into_car-0,                         make_baked_pears-0,                         make_white_wine_sauce-0,                         pour_a_glass_of_wine-0,                         prepare_a_slow_dinner_party-0,                         prepare_wine_and_cheese-0,                         set_a_dinner_table-0,                       ...",,0,0,12,NONE,,,,,,
wine_sauce__bottle.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"cook_a_duck-0,",,0,0,1,GENERATE,,wine_sauce_bottle,WINE SAUCE,squeeze_bottle.n.01,uzmhdn,
wool_coat.n.01,Not Ready,TRUE,TRUE,,"coat.n.01,",,"clean_tweed-0,                         wash_a_wool_coat-0,",,0,0,2,NONE,,,,,,
wrapping.n.01,Not Ready,FALSE,FALSE,the covering (usually paper or cellophane) in which something is wrapped,"covering.n.02,","plastic_wrap.n.01,","putting_up_Christmas_decorations_inside-0,",,0,0,1,BUY,1,,,https://www.turbosquid.com/3d-models/gift-box-max/823569,,
writing_paper.n.01,Not Ready,FALSE,FALSE,paper material made into thin sheets that are sized to take ink; used for writing correspondence and manuscripts,"paper.n.01,","notepaper.n.01,","clean_a_company_office-0,                         picking_up_prescriptions-0,                         sorting_art_supplies-0,",,0,0,3,REPLACE,,,,sheet.n.02,,
yeast__shaker.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"make_dinner_rolls-0,                         make_pizza_dough-0,",,0,0,2,GENERATE,,yeast_shaker,YEAST,shaker.n.03,nbjgci,
yeast__jar.n.01,Not Ready,TRUE,TRUE,,"vessel.n.03,",,"make_bagels-0,",,0,0,1,GENERATE,,yeast_jar,YEAST,mason_jar.n.01,kijnrj,
yogurt__carton.n.01,Not Ready,TRUE,TRUE,,"box.n.01,",,"make_a_tropical_breakfast-0,                         make_popsicles-0,",,0,0,2,GENERATE,,yogurt_carton,YOGURT,jug.n.01,quzmfw,
yogurt__cup.n.01,Not Ready,TRUE,TRUE,,"container.n.01,",,"make_a_chia_breakfast_bowl-0,",,0,0,1,NONE,,,,,,
