activity_name,scene0,scene1,scene2,quality_checked,currently_assigned,alltime_assigned,upworker,mistakes,stats
make chocolate milk,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make chocolate spread,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make chocolate syrup,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make cinnamon sugar,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make cinnamon toast,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make citrus punch,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make clam chowder,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make coffee,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make cookie dough,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make cookies,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make cornbread,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make cream from milk,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make cream soda,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make curry rice,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make dessert watermelons,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make dinner rolls,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make dinosaur goody bags,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make edible chocolate chip cookie dough,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make eggnog,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make fish and chips,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make fish stock,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make fried rice,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Abdullah,0,
make frozen lemonade,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make fruit punch,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make garlic mushrooms,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make gazpacho,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make gift bags for baby showers,Beechwood_0_garden,Beechwood_0_int,house_double_floor_lower,1,0,1,Abdullah,0,
make granola,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make green tea latte,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make homemade bird food,Wainscott_0_garden,Wainscott_0_int,,1,1,1,Kristin,0,
make hot cocoa,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make ice,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make iced chocolate,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make iced tea,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make instant coffee,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make jamaican jerk seasoning,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make king prawns with garlic,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make lamb stew,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Kristin,0,
make lemon or lime water,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make lemon pepper seasoning,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make lemon pepper wings,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make lemon stain remover,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make lemonade,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make limeade,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make macaroni and cheese,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Deidra,0,
make meatloaf,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make microwave popcorn,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make muffins,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make mustard herb and spice seasoning,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make nachos,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make oatmeal,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make onion ring batter,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make party favors from candy,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make pasta sauce,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Kristin,0,
make pastry,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Kristin,0,
make pizza,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Kristin,0,
make pizza dough,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Kristin,0,
make pizza sauce,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Kristin,0,
make popsicles,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Kristin,0,
make poultry seasoning,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make pumpkin pie spice,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Kristin,0,
make red beans and rice,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make rose centerpieces,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make scones,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make seafood stew,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make soup,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make spa water,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make stew,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make stewed fruit,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make strawberries and cream,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make tacos,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make the ultimate spa basket,hotel_gym_spa,,,1,0,1,Adriel,0,
make the workplace exciting,office_cubicles_left,office_vendor_machine,,1,0,1,Adriel,0,
make toast,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
make tomato rice,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make waffles,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make warm drinks for the holidays,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make watermelon punch,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make white wine sauce,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
make yams,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
making a drink,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
making a meal,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
making a snack,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
making coffee,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Elizabeth,0,
making photocopies,office_cubicles_left,office_cubicles_right,office_large,1,0,1,Abdullah,0,
making the bed,Beechwood_1_int,Benevolence_2_int,hotel_suite_large,1,0,1,Adriel,0,
melt white chocolate,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
mixing drinks,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Adriel,0,
mopping the kitchen floor,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Tess,0,
moving stuff to storage,Ihlen_0_int,Merom_0_garden,Merom_0_int,1,0,1,Tess,0,
mowing the lawn,Pomaria_0_garden,Rs_garden,Wainscott_0_garden,1,0,1,Tess,0,
mulching,house_double_floor_lower,Merom_0_garden,Pomaria_0_garden,1,0,1,Adriel,0,
opening doors,Beechwood_0_garden,Beechwood_0_int,Beechwood_1_int,1,0,1,Malik,0,
opening windows,Beechwood_0_garden,Beechwood_0_int,Benevolence_1_int,1,0,1,Malik,0,
organise a linen closet,house_single_floor,,,1,0,1,Malik,0,
organizing art supplies,Beechwood_0_garden,house_single_floor,Merom_0_garden,1,0,1,Malik,0,
organizing items for yard sale,Beechwood_0_garden,house_single_floor,Merom_0_garden,1,0,1,Malik,0,
organizing office documents,office_vendor_machine,office_cubicles_left,,1,0,1,Malik,0,
organizing skating stuff,Benevolence_0_int,house_single_floor,house_single_floor,1,0,1,Malik,0,
organizing volunteer materials,Benevolence_0_int,house_single_floor,house_single_floor,1,0,1,Malik,0,
outfit a basic toolbox,Benevolence_0_int,house_single_floor,house_single_floor,1,0,1,Malik,0,
pack a beach bag,Benevolence_0_int,house_single_floor,house_single_floor,1,0,1,Malik,0,
pack a pencil case,Benevolence_0_int,house_single_floor,house_single_floor,1,0,1,Malik,0,
pack for the pool,house_single_floor,house_double_floor_lower,Wainscott_0_garden,1,0,1,Malik,0,
pack your gym bag,house_single_floor,house_double_floor_lower,Wainscott_0_garden,1,0,1,Malik,0,
packing art supplies into car,house_double_floor_lower,Merom_0_garden,Pomaria_0_garden,1,0,1,Malik,0,
packing books into car,house_double_floor_lower,Merom_0_garden,Pomaria_0_garden,1,0,1,Malik,0,
packing car for trip,house_double_floor_lower,Merom_0_garden,Pomaria_0_garden,1,0,1,Malik,0,
packing child's supplies into car,house_double_floor_lower,Merom_0_garden,Pomaria_0_garden,1,0,1,Malik,0,
packing cleaning suppies into car,house_double_floor_lower,Merom_0_garden,Pomaria_0_garden,1,0,1,Malik,0,
packing documents into car,house_double_floor_lower,Merom_0_garden,Pomaria_0_garden,1,0,1,Malik,0,
packing fishing gear into car,house_double_floor_lower,Merom_0_garden,Pomaria_0_garden,1,0,1,Malik,0,
packing grocery bags into car,house_double_floor_lower,Merom_0_garden,Pomaria_0_garden,1,0,1,Iqbal,0,
packing hiking equipment into car,house_double_floor_lower,Merom_0_garden,Pomaria_0_garden,1,0,1,Iqbal,0,
packing hobby equipment,Beechwood_0_garden,house_single_floor,Merom_0_garden,1,0,1,Iqbal,0,
packing meal for delivery,restaurant_urban,Ihlen_1_int,Rs_garden,1,0,1,Iqbal,0,
packing moving van,Beechwood_0_garden,Merom_0_garden,Wainscott_0_garden,1,0,1,Iqbal,0,
packing picnic food into car,Merom_0_garden,Pomaria_0_garden,Wainscott_0_garden,1,0,1,Iqbal,0,
packing picnic into car,Beechwood_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Iqbal,0,
packing recreational vehicle for trip,Pomaria_0_garden,Merom_0_garden,house_double_floor_lower,1,0,1,Iqbal,0,
packing sports equipment into car,Merom_0_garden,house_double_floor_lower,Pomaria_0_garden,1,0,1,Iqbal,0,
painting house exterior,house_single_floor,house_double_floor_lower,Rs_garden,1,0,1,Iqbal,0,
painting porch,house_single_floor,Beechwood_0_garden,Wainscott_0_garden,1,0,1,Iqbal,0,
passing out drinks,restaurant_brunch,Wainscott_0_garden,restaurant_asian,1,0,1,Iqbal,0,
paying for purchases,restaurant_cafeteria,restaurant_diner,restaurant_urban,1,0,1,Iqbal,0,
picking fruit and vegetables,grocery_store_asian,grocery_store_half_stocked,grocery_store_cafe,1,0,1,Iqbal,0,
picking up baggage,grocery_store_cafe,grocery_store_half_stocked,grocery_store_asian,1,0,1,Iqbal,0,
picking up books at library,office_large,,,1,0,1,Iqbal,0,
picking up clothes,Beechwood_1_int,house_single_floor,Merom_0_int,1,0,1,Iqbal,0,
picking up litter,Rs_garden,Pomaria_0_garden,house_single_floor,1,0,1,Tess,0,
picking up prescriptions,grocery_store_half_stocked,grocery_store_cafe,grocery_store_convenience,1,0,1,Iqbal,0,
picking up toys,Beechwood_1_int,Merom_0_garden,Merom_0_int,1,0,1,Iqbal,0,
picking vegetables in garden,Rs_garden,house_double_floor_lower,Wainscott_0_garden,1,0,1,Iqbal,0,
place houseplants around your home,Wainscott_0_int,Ihlen_0_int,Merom_1_int,1,0,1,Iqbal,0,
planting flowers,Rs_garden,Pomaria_0_garden,house_double_floor_lower,1,0,1,Iqbal,0,
planting plants,Rs_garden,Beechwood_0_garden,Wainscott_0_garden,1,0,1,Iqbal,0,
planting trees,house_single_floor,Merom_0_garden,house_double_floor_lower,1,0,1,Adriel,0,
planting vegetables,Rs_garden,house_single_floor,Beechwood_0_garden,1,0,1,Adriel,0,
polish copper,Beechwood_0_garden,Wainscott_1_int,Merom_0_int,1,0,1,Adriel,0,
polish cymbals,house_single_floor,Benevolence_0_int,house_single_floor,1,0,1,Tess,0,
polish gold,house_single_floor,Merom_0_int,Beechwood_0_garden,1,0,1,Tess,0,
polish pewter,Wainscott_1_int,Pomaria_1_int,house_single_floor,1,0,1,Tess,0,
polish rocks,house_single_floor,Pomaria_0_garden,Merom_0_garden,1,0,1,Tess,0,
polish wood floors,Merom_0_garden,Pomaria_1_int,Rs_garden,1,0,1,Tess,0,
polisha car,Merom_0_garden,Pomaria_0_garden,Wainscott_0_garden,1,0,1,Tess,0,
pour a glass of wine,restaurant_urban,restaurant_brunch,,1,0,1,Tess,0,
pour beer,restaurant_urban,restaurant_brunch,,1,0,1,Tess,0,
pouring water in a glass,restaurant_hotel,Merom_1_int,house_double_floor_lower,1,0,1,Tess,0,
praeparing lunch box,restaurant_asian,house_double_floor_lower,restaurant_brunch,1,0,1,Tess,0,
prepare a boat for fishing,Merom_0_garden,Rs_garden,house_double_floor_lower,1,0,1,Tess,0,
prepare a breakfast bar,Wainscott_0_garden,restaurant_brunch,Benevolence_1_int,1,0,1,Tess,0,
prepare a filling breakfast,Wainscott_0_garden,restaurant_cafeteria,restaurant_urban,1,0,1,Tess,0,
prepare a hanging basket,house_double_floor_lower,Pomaria_0_garden,Rs_garden,1,0,1,Tess,0,
prepare a raised bed garden,Rs_garden,house_single_floor,Beechwood_0_garden,1,0,1,Tess,0,
prepare a slow dinner party,restaurant_hotel,house_double_floor_lower,restaurant_cafeteria,1,0,1,Tess,0,
prepare an emergency school kit,school_computer_lab_and_infirmary,,,1,0,1,Tess,0,
prepare and cook prawns,restaurant_urban,Wainscott_0_garden,house_double_floor_lower,1,0,1,Tess,0,
prepare and cook scallops,restaurant_asian,restaurant_brunch,restaurant_cafeteria,1,0,1,Tess,0,
prepare and cook swiss chard,Rs_int,Beechwood_0_int,Wainscott_0_int,1,0,1,Abdullah,0,
prepare baking pans,Rs_int,Beechwood_0_int,Wainscott_0_int,1,0,1,Abdullah,0,
prepare grapefruit for serving,Rs_int,Beechwood_0_int,Wainscott_0_int,1,0,1,Abdullah,0,
prepare make ahead breakfast bowls,Rs_int,Beechwood_0_int,Wainscott_0_int,1,0,1,Abdullah,0,
prepare quinoa,restaurant_hotel,Wainscott_0_garden,Ihlen_1_int,1,0,1,Abdullah,0,
prepare sea salt soak,Wainscott_1_int,Pomaria_0_int,Ihlen_1_int,1,0,1,Abdullah,0,
prepare wine and cheese,restaurant_brunch,Wainscott_0_int,Benevolence_1_int,1,0,1,Abdullah,0,
prepare your garden for a cat,Rs_garden,Wainscott_0_garden,Merom_0_garden,1,0,1,Abdullah,0,
prepare your garden for winter,house_double_floor_lower,Merom_0_garden,Wainscott_0_garden,1,0,1,Abdullah,0,
preparing clothes for the next day,house_single_floor,,,1,0,1,Abdullah,0,
preparing existing coffee,grocery_store_cafe,restaurant_urban,,1,0,1,Abdullah,0,
preparing food for a fundraiser,restaurant_asian,restaurant_brunch,restaurant_cafeteria,1,0,1,Abdullah,0,
preparing food for adult,restaurant_urban,Beechwood_0_garden,Rs_int,1,0,1,Abdullah,0,
preparing food for company,house_single_floor,Wainscott_0_garden,Wainscott_0_int,1,0,1,Abdullah,0,
preparing food or drink for sale,restaurant_hotel,restaurant_cafeteria,restaurant_brunch,1,0,1,Abdullah,0,
preserving fruit,Rs_int,Wainscott_0_int,Rs_garden,1,0,1,Tess,0,
preserving meat,Benevolence_1_int,Ihlen_1_int,Pomaria_1_int,1,0,1,Tess,0,
preserving vegetables,restaurant_asian,Rs_int,restaurant_cafeteria,1,0,1,Tess,0,
put together a goodie bag,Wainscott_0_int,Rs_int,Pomaria_1_int,1,0,1,Abdullah,0,
put together a scrapping tool kit,Ihlen_0_int,house_double_floor_lower,,1,0,1,Abdullah,0,
put togethera basic pruning kit,Ihlen_0_int,house_double_floor_lower,,1,0,1,Abdullah,0,
puttiing away bicycles,Ihlen_0_int,house_double_floor_lower,,1,0,1,Abdullah,0,
putting away cleaning supplies,house_single_floor,Pomaria_1_int,Wainscott_1_int,1,0,1,Abdullah,0,
putting away games,house_double_floor_lower,Ihlen_0_int,,1,0,1,Iqbal,0,
putting away purchased clothes,Beechwood_1_int,house_single_floor,,1,0,1,Iqbal,0,
putting away tools,Ihlen_0_int,house_double_floor_lower,,1,0,1,Iqbal,0,
putting away yard equipment,house_double_floor_lower,house_single_floor,Pomaria_0_garden,1,0,1,Tess,0,
putting backpack in car for school,Beechwood_0_garden,house_double_floor_lower,Pomaria_0_garden,1,0,1,Iqbal,0,
putting bike in garage,Ihlen_0_int,house_double_floor_lower,,1,0,1,Iqbal,0,
putting birdseed in cage,Merom_1_int,Ihlen_0_int,Merom_0_garden,1,0,1,Iqbal,0,
putting clean laundry away,Wainscott_0_int,Wainscott_1_int,Wainscott_0_garden,1,0,1,Tess,0,
putting clothes in storage,Ihlen_0_int,Merom_0_int,Benevolence_1_int,1,0,1,Iqbal,0,
putting clothes into closet,house_single_floor,,,1,1,1,Iqbal,0,
putting dirty dishes in sink,Wainscott_0_int,Ihlen_1_int,restaurant_cafeteria,1,0,1,Iqbal,0,
putting food in fridge,restaurant_hotel,Rs_int,Beechwood_0_int,1,0,1,Iqbal,0,
putting in a hot tub,Wainscott_0_garden,house_double_floor_lower,house_single_floor,1,0,1,Iqbal,0,
putting in a pool,house_double_floor_lower,Merom_0_garden,Pomaria_0_garden,1,0,1,Iqbal,0,
putting laundry in drawer,house_single_floor,,,1,0,1,Tess,0,
putting meal in fridge at work,office_large,,,1,0,1,Iqbal,0,
putting meal on plate,Rs_garden,Rs_int,restaurant_hotel,1,1,1,Iqbal,0,
putting on license plates,house_double_floor_lower,Pomaria_0_garden,Pomaria_0_garden,1,0,1,Iqbal,0,
putting on registration stickers,Merom_0_garden,Beechwood_0_garden,house_double_floor_lower,1,0,1,Abdullah,0,
putting on tags (car),Beechwood_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Abdullah,0,
putting out cat food,Beechwood_0_garden,Merom_0_garden,Rs_garden,1,0,1,Abdullah,0,
putting out clean towels,hotel_suite_large,hotel_suite_small,Ihlen_1_int,1,0,1,Abdullah,0,
putting out condiments,Pomaria_1_int,Wainscott_0_int,Rs_int,1,0,1,Abdullah,0,
putting out dog food,Merom_0_garden,Merom_0_int,house_double_floor_lower,1,0,1,Abdullah,0,
putting pesticides on lawn,house_double_floor_lower,Merom_0_garden,Wainscott_0_garden,1,0,1,Abdullah,0,
putting protective cover on vehicle,Pomaria_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Abdullah,0,
putting roast in oven,restaurant_asian,house_double_floor_lower,restaurant_urban,1,0,1,Abdullah,0,
putting shoes on rack,Ihlen_0_int,,,1,0,1,Abdullah,0,
putting shopping away,house_single_floor,Wainscott_0_garden,Wainscott_0_int,1,0,1,Abdullah,0,
putting tablecloth on table,restaurant_urban,Wainscott_0_garden,Wainscott_0_int,1,0,1,Abdullah,0,
putting towels in bathroom,Wainscott_1_int,Pomaria_2_int,Merom_1_int,1,0,1,Abdullah,0,
putting up Christmas decorations outside,Pomaria_0_garden,Merom_0_garden,Wainscott_0_garden,1,0,1,Abdullah,0,
putting up Christmas lights inside,Wainscott_0_int,house_single_floor,Merom_0_garden,1,0,1,Abdullah,0,
putting up Christmas lights outside,Pomaria_0_garden,Beechwood_0_garden,house_single_floor,1,0,1,Kristin,0,
putting up outdoor holiday decorations,Rs_garden,house_single_floor,Merom_0_garden,1,0,1,Kristin,0,
putting up posters,Wainscott_1_int,Pomaria_2_int,Ihlen_1_int,1,0,1,Areeba,0,
putting up shelves,Wainscott_0_int,school_geography,hall_train_station,1,1,1,Abdullah,0,
putting up wallpaper,Wainscott_0_int,house_single_floor,,1,0,1,Areeba,0,
putting wood in fireplace,house_single_floor,,,1,0,1,Areeba,0,
rack wine,house_double_floor_lower,Wainscott_0_garden,Rs_garden,1,0,1,Areeba,0,
raking leaves,Pomaria_0_garden,Rs_garden,Beechwood_0_garden,1,0,1,Abdullah,0,
rearrange your room,hotel_suite_large,Pomaria_2_int,Rs_int,1,1,1,Iqbal,0,
rearranging kitchen furniture,Pomaria_1_int,Wainscott_0_garden,Beechwood_0_int,1,1,1,Iqbal,0,
recycling glass bottles,restaurant_hotel,restaurant_cafeteria,house_double_floor_lower,1,0,1,Areeba,0,
recycling newspapers,Beechwood_0_int,office_large,Pomaria_0_int,1,0,1,Areeba,0,
recycling office papers,Beechwood_0_int,office_large,office_cubicles_left,1,0,1,Areeba,0,
reheat frozen or chilled food,Beechwood_0_int,Rs_int,Pomaria_1_int,1,0,1,Areeba,0,
remove a broken light bulb,house_single_floor,Wainscott_0_garden,,1,0,1,Kristin,0,
remove a wall mirror,Wainscott_0_int,Merom_1_int,Wainscott_1_int,1,0,1,Kristin,0,
remove hard water spots,house_single_floor,house_double_floor_upper,,1,0,1,Tess,0,
remove ice from gutters,Pomaria_0_garden,Rs_garden,Beechwood_0_garden,1,0,1,Tess,0,
remove scorch marks,Wainscott_0_int,house_single_floor,Beechwood_0_int,1,0,1,Adriel,0,
remove sod,house_single_floor,Pomaria_0_garden,Beechwood_0_garden,1,0,1,Kristin,0,
remove spots from linen,house_single_floor,Merom_0_int,house_double_floor_lower,1,0,1,Abdullah,0,
removing ice from walkways,Wainscott_0_garden,house_double_floor_lower,Merom_0_garden,1,0,1,Abdullah,0,
removing lint from dryer,Pomaria_1_int,Wainscott_1_int,house_single_floor,1,0,1,Kristin,0,
repairs to furniture,house_double_floor_lower,Ihlen_0_int,,1,0,1,Abdullah,0,
replacing screens,Wainscott_0_garden,Pomaria_2_int,Pomaria_0_int,1,0,1,Adriel,0,
returning consumer goods,grocery_store_asian,grocery_store_cafe,grocery_store_convenience,1,0,1,Kristin,0,
returning videotapes to store,grocery_store_half_stocked,grocery_store_convenience,grocery_store_asian,1,0,1,Kristin,0,
rinsing dishes,Rs_int,Wainscott_0_garden,restaurant_hotel,1,0,1,Adriel,0,
roast meat,house_double_floor_lower,Merom_1_int,restaurant_cafeteria,1,0,1,Kristin,0,
roast nuts,Rs_garden,Beechwood_0_garden,house_double_floor_lower,1,0,1,Kristin,0,
roast vegetables,Merom_1_int,house_double_floor_lower,restaurant_cafeteria,1,0,1,Kristin,0,
sanding wood furniture,house_double_floor_lower,Ihlen_0_int,,1,0,1,Adriel,0,
saute vegetables,Ihlen_1_int,house_double_floor_lower,restaurant_asian,1,0,1,Kristin,0,
scraping snow off vehicle,Merom_0_garden,Pomaria_0_garden,Wainscott_0_garden,1,0,1,Abdullah,0,
scrubbing bathroom floor,Ihlen_1_int,Merom_0_garden,Merom_1_int,1,0,1,Abdullah,0,
selling products at flea market,grocery_store_convenience,grocery_store_half_stocked,grocery_store_asian,1,0,1,Myra,0,
sending packages,Wainscott_0_garden,Rs_garden,Beechwood_0_garden,1,0,1,Myra,0,
serving food at a homeless shelter,Wainscott_0_int,Wainscott_0_garden,restaurant_diner,1,0,1,Myra,0,
serving food on the table,restaurant_brunch,Wainscott_0_garden,Beechwood_0_int,1,0,1,Myra,0,
set a dinner table,Ihlen_0_int,Ihlen_1_int,Benevolence_1_int,1,0,1,Myra,0,
set a fancy table,Ihlen_0_int,Benevolence_1_int,restaurant_hotel,1,0,1,Myra,0,
set a table for a tea party,Ihlen_1_int,restaurant_asian,Beechwood_0_garden,1,0,1,Myra,0,
set up a bird cage,restaurant_urban,Wainscott_0_int,Ihlen_1_int,1,0,1,Elizabeth,0,
set up a buffet,Beechwood_0_garden,Wainscott_0_int,restaurant_cafeteria,1,0,1,Elizabeth,0,
set up a coffee station in your kitchen,Wainscott_0_int,Benevolence_1_int,Rs_int,1,0,1,Elizabeth,0,
set up a guinea pig cage,Beechwood_0_int,Ihlen_0_int,Wainscott_0_int,1,0,1,Elizabeth,0,
set up a home office in your garage,Ihlen_0_int,house_double_floor_lower,,1,0,1,Elizabeth,0,
set up a hot dog bar,Pomaria_0_garden,Merom_0_garden,Beechwood_0_garden,1,0,1,Elizabeth,0,
set up a mouse cage,house_single_floor,Wainscott_0_garden,,1,0,1,Elizabeth,0,
set up a preschool classroom,school_geography,,,1,0,1,Elizabeth,0,
set up a webcam,office_vendor_machine,office_bike,,1,0,1,Elizabeth,0,
set up two computer monitors,office_bike,office_vendor_machine,,1,0,1,Elizabeth,0,
setting table for coffee,restaurant_hotel,Wainscott_0_garden,Merom_1_int,1,0,1,Elizabeth,0,
setting the fire,house_single_floor,,,1,0,1,Elizabeth,0,
setting the table,Beechwood_0_int,Ihlen_0_int,restaurant_cafeteria,1,0,1,Elizabeth,0,
setting up bedroom for guest,house_double_floor_upper,Ihlen_1_int,Pomaria_0_int,1,0,1,Elizabeth,0,
setting up for an event,Beechwood_0_garden,Wainscott_0_garden,Merom_0_garden,1,0,1,Elizabeth,0,
setting up garden furniture,Pomaria_0_garden,Merom_0_garden,house_double_floor_lower,1,1,1,Iqbal,0,
setting up living room for guest,house_single_floor,Wainscott_0_int,Wainscott_0_garden,1,0,1,Tess,0,
setting up room for a movie,Rs_int,Merom_0_int,Merom_0_garden,1,0,1,Tess,0,
setting up room for games,house_double_floor_lower,Ihlen_0_int,,1,0,1,Tess,0,
setting up silent auction,office_bike,office_vendor_machine,,1,0,1,Tess,0,
setting up toy train track,Rs_int,Pomaria_1_int,Merom_0_int,1,0,1,Tess,0,
setup a baby crib,Beechwood_1_int,Merom_1_int,house_single_floor,1,0,1,Tess,0,
setup a bar for a cocktail party,restaurant_urban,restaurant_brunch,,1,0,1,Tess,0,
setup a fish tank,Wainscott_0_garden,Wainscott_0_int,,1,0,1,Tess,0,
setup a garden party,Beechwood_0_garden,Merom_0_garden,Wainscott_0_garden,1,0,1,Tess,0,
setup a trampoline,house_single_floor,Pomaria_0_garden,Rs_garden,1,0,1,Tess,0,
shampooing carpet,Beechwood_0_garden,house_single_floor,Merom_0_garden,1,0,1,Myra,0,
shopping at warehouse stores,grocery_store_asian,grocery_store_cafe,grocery_store_half_stocked,1,0,1,Tess,0,
shoveling coal,Merom_0_garden,house_double_floor_lower,Rs_garden,1,0,1,Myra,0,
shoveling snow,Rs_garden,Wainscott_0_garden,Beechwood_0_garden,1,0,1,Myra,0,
slicing vegetables,Merom_1_int,Beechwood_0_int,Wainscott_0_int,1,0,1,Myra,0,
sorting art supplies,house_double_floor_lower,Ihlen_1_int,Rs_int,1,0,1,Myra,0,
sorting books on shelf,Rs_int,Ihlen_0_int,house_double_floor_lower,1,0,1,Myra,0,
"sorting bottles, cans, and paper",house_double_floor_lower,Ihlen_0_int,,1,0,1,Tess,0,
sorting clothes,Beechwood_1_int,house_single_floor,,1,0,1,Tess,0,
sorting clothing,Beechwood_1_int,house_single_floor,,1,0,1,Tess,0,
sorting household items,Rs_int,Ihlen_0_int,Merom_0_int,1,0,1,Myra,0,
sorting items for garage sale,house_double_floor_lower,Ihlen_0_int,,1,0,1,Myra,0,
sorting laundry,Beechwood_0_garden,house_single_floor,Pomaria_1_int,1,0,1,Myra,0,
