substance,synset,prune,hyperparam_source,hyperparams
cooking_oil,cooking_oil.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 920.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.94, 0.88, 0.6], ""specular_transmission_scattering_color"": [0.78, 0.57, 0.0], ""specular_reflection_ior_preset"": 18}}"
coriander,coriander.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 406.0}"
corn_flake,corn_flake.n.01,1,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 320.0}"
corn_syrup,corn_syrup.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1360.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.82, 0.67, 0.16], ""diffuse_reflection_color"": [0.82, 0.67, 0.16], ""specular_transmission_scattering_color"": [0.82, 0.67, 0.16]}}"
cornbread_batter,cornbread_batter.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1060.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.98, 0.81, 0.55], ""diffuse_reflection_color"": [0.98, 0.81, 0.55], ""specular_transmission_scattering_color"": [0.98, 0.81, 0.55]}}"
cornmeal,cornmeal.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 720.0}"
cornstarch,cornstarch.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 541.0}"
cottage_cheese,cottage_cheese.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 1050.0}"
cranberry,cranberry.n.02,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 1010.0}"
cranberry_juice,cranberry_juice.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1050.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""OrangeJuice"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.6, 0, 0.1], ""diffuse_reflection_color"": [0.6, 0, 0.1], ""specular_transmission_scattering_color"": [0.6, 0, 0.1]}}"
cream_cheese,cream_cheese.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.025, ""particle_density"": 1082.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 1.0, 1.0], ""enable_diffuse_transmission"": false}}"
cream_of_tartar,cream_of_tartar.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 1298.0}"
cream_soda,cream_soda.n.01,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1047.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.73, 0.51, 0.19], ""specular_transmission_scattering_color"": [0.73, 0.51, 0.19]}}"
crouton,crouton.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 127.0}"
cumin,cumin.n.02,0,manual,"{""type"": ""granular"", ""particle_density"": 406.0}"
curry_powder,curry_powder.n.01,0,manual,"{""type"": ""granular"", ""particle_density"": 426.0}"
custard,custard.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1060.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""Honey"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.94, 0.71], ""diffuse_reflection_color"": [1, 0.94, 0.71], ""specular_transmission_scattering_color"": [1, 0.94, 0.71]}}"
debris,debris.n.01,0,manual,"{""type"": ""macro_visual_particle"", ""relative_particle_scaling"": true}"
deodorant,deodorant.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 900.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 1, 1], ""diffuse_reflection_color"": [1, 1, 1], ""specular_transmission_scattering_color"": [1, 1, 1]}}"
detergent,detergent.n.02,0,manual,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1060.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_weight"": 0.5, ""specular_transmission_color"": [0.2, 0.21, 0.72], ""specular_transmission_scattering_color"": [0.08, 0.0, 0.78]}}"
diced__agave,diced__agave.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 400.0}"
diced__antipasto,diced__antipasto.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 634.0}"
diced__apple,diced__apple.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 465.0}"
diced__apricot,diced__apricot.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 655.0}"
diced__arepa,diced__arepa.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 501.0}"
diced__artichoke,diced__artichoke.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 634.0}"
diced__arugula,diced__arugula.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 180.0}"
diced__asparagus,diced__asparagus.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 566.0}"
diced__auricularia,diced__auricularia.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 150.0}"
diced__avocado,diced__avocado.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 634.0}"
diced__bacon,diced__bacon.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 609.0}"
diced__bagel,diced__bagel.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 812.0}"
diced__bagel_dough,diced__bagel_dough.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__baguet,diced__baguet.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 190.0}"
diced__bamboo,diced__bamboo.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 642.0}"
diced__banana,diced__banana.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1082.0}"
diced__banana_bread,diced__banana_bread.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 500.0}"
diced__bay_leaf,diced__bay_leaf.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 122.0}"
diced__bean_curd,diced__bean_curd.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 338.0}"
diced__beefsteak_tomato,diced__beefsteak_tomato.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 630.0}"
diced__beet,diced__beet.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 575.0}"
diced__bell_pepper,diced__bell_pepper.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 630.0}"
diced__biscuit_dough,diced__biscuit_dough.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 500.0}"
diced__blackberry,diced__blackberry.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 664.0}"
diced__bleu,diced__bleu.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 947.0}"
diced__bok_choy,diced__bok_choy.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 359.0}"
diced__branch,diced__branch.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 750.0}"
diced__bratwurst,diced__bratwurst.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 900.0}"
diced__brisket,diced__brisket.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__broccoli,diced__broccoli.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 372.0}"
diced__broccoli_rabe,diced__broccoli_rabe.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 351.0}"
diced__broccolini,diced__broccolini.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 211.0}"
diced__brownie,diced__brownie.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 724.0}"
diced__brussels_sprouts,diced__brussels_sprouts.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 372.0}"
diced__burrito,diced__burrito.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 740.0}"
diced__butter,diced__butter.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 959.0}"
diced__butter_cookie,diced__butter_cookie.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 634.0}"
diced__buttermilk_pancake,diced__buttermilk_pancake.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 660.0}"
diced__butternut_squash,diced__butternut_squash.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1409.0}"
diced__cantaloup,diced__cantaloup.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 659.0}"
diced__carne_asada,diced__carne_asada.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__carrot,diced__carrot.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 465.0}"
diced__cauliflower,diced__cauliflower.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 452.0}"
diced__celery,diced__celery.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 400.0}"
diced__chanterelle,diced__chanterelle.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 228.0}"
diced__chard,diced__chard.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 152.0}"
diced__cheddar,diced__cheddar.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 947.0}"
diced__cheese_tart,diced__cheese_tart.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 750.0}"
diced__cheesecake,diced__cheesecake.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 930.0}"
diced__cherry,diced__cherry.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 789.0}"
diced__cherry_tomato,diced__cherry_tomato.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 655.0}"
diced__chestnut,diced__chestnut.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 613.0}"
diced__chicken,diced__chicken.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 866.0}"
diced__chicken_breast,diced__chicken_breast.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 900.0}"
diced__chicken_leg,diced__chicken_leg.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 866.0}"
diced__chicken_tender,diced__chicken_tender.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__chicken_wing,diced__chicken_wing.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 866.0}"
diced__chili,diced__chili.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 634.0}"
diced__chives,diced__chives.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 203.0}"
diced__chocolate_biscuit,diced__chocolate_biscuit.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 500.0}"
diced__chocolate_cake,diced__chocolate_cake.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1100.0}"
diced__chocolate_chip_cookie,diced__chocolate_chip_cookie.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 862.0}"
diced__chocolate_cookie_dough,diced__chocolate_cookie_dough.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1353.0}"
diced__chorizo,diced__chorizo.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__cinnamon_roll,diced__cinnamon_roll.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 397.0}"
diced__clove,diced__clove.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 575.0}"
diced__club_sandwich,diced__club_sandwich.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 600.0}"
diced__coconut,diced__coconut.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 352.0}"
diced__cod,diced__cod.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1038.0}"
diced__cold_cuts,diced__cold_cuts.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1014.0}"
diced__cookie_dough,diced__cookie_dough.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 800.0}"
diced__crab,diced__crab.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 964.0}"
diced__crayfish,diced__crayfish.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__crescent_roll,diced__crescent_roll.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 400.0}"
diced__cucumber,diced__cucumber.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 562.0}"
diced__cupcake,diced__cupcake.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 305.0}"
diced__danish,diced__danish.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 397.0}"
diced__date,diced__date.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 676.0}"
diced__doughnut,diced__doughnut.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 279.0}"
diced__dried_apricot,diced__dried_apricot.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 558.0}"
diced__duck,diced__duck.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__dumpling,diced__dumpling.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1014.0}"
diced__durian,diced__durian.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1027.0}"
diced__edible_cookie_dough,diced__edible_cookie_dough.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1353.0}"
diced__eggplant,diced__eggplant.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 347.0}"
diced__enchilada,diced__enchilada.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 800.0}"
diced__entire_leaf,diced__entire_leaf.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 200.0}"
diced__fennel,diced__fennel.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 368.0}"
diced__feta,diced__feta.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 473.0}"
diced__fillet,diced__fillet.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 866.0}"
diced__frank,diced__frank.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 638.0}"
diced__frankfurter_bun,diced__frankfurter_bun.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 300.0}"
diced__french_fries,diced__french_fries.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 241.0}"
diced__french_toast,diced__french_toast.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 325.0}"
diced__fruitcake,diced__fruitcake.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1100.0}"
diced__garlic_bread,diced__garlic_bread.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 262.0}"
diced__gelatin,diced__gelatin.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1141.0}"
diced__ginger,diced__ginger.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 406.0}"
diced__gingerbread,diced__gingerbread.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1014.0}"
diced__gooseberry,diced__gooseberry.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 462.0}"
diced__gourd,diced__gourd.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 490.0}"
diced__granola_bar,diced__granola_bar.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 516.0}"
diced__grapefruit,diced__grapefruit.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 972.0}"
diced__green_bean,diced__green_bean.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 479.0}"
diced__green_onion,diced__green_onion.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 423.0}"
diced__grouper,diced__grouper.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1038.0}"
diced__halibut,diced__halibut.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1038.0}"
diced__ham_hock,diced__ham_hock.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__hamburger,diced__hamburger.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 955.0}"
diced__hamburger_bun,diced__hamburger_bun.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 300.0}"
diced__hard_boiled_egg,diced__hard-boiled_egg.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1027.0}"
diced__hazelnut,diced__hazelnut.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 486.0}"
diced__head_cabbage,diced__head_cabbage.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 376.0}"
diced__hemp,diced__hemp.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 676.0}"
diced__hip,diced__hip.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__hotdog,diced__hotdog.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1015.0}"
diced__huitre,diced__huitre.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 849.0}"
diced__kabob,diced__kabob.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 651.0}"
diced__kale,diced__kale.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 89.0}"
diced__kielbasa,diced__kielbasa.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 782.0}"
diced__kiwi,diced__kiwi.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 748.0}"
diced__lamb,diced__lamb.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__leek,diced__leek.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 376.0}"
diced__lemon,diced__lemon.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 761.0}"
diced__lemon_peel,diced__lemon_peel.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 406.0}"
diced__lettuce,diced__lettuce.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 148.0}"
diced__lime,diced__lime.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 972.0}"
diced__lobster,diced__lobster.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 613.0}"
diced__macaroon,diced__macaroon.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 338.0}"
diced__mango,diced__mango.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 697.0}"
diced__marshmallow,diced__marshmallow.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 406.0}"
diced__meat_loaf,diced__meat_loaf.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__meatball,diced__meatball.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 993.0}"
diced__melon,diced__melon.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 748.0}"
diced__mozzarella,diced__mozzarella.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 473.0}"
diced__muffin,diced__muffin.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 433.0}"
diced__mushroom,diced__mushroom.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 296.0}"
diced__mustard,diced__mustard.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1052.0}"
diced__nectarine,diced__nectarine.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 604.0}"
diced__olive,diced__olive.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 568.0}"
diced__omelet,diced__omelet.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 799.0}"
diced__onion,diced__onion.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1079.0}"
diced__orange,diced__orange.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 480.0}"
diced__oxtail,diced__oxtail.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 566.0}"
diced__papaya,diced__papaya.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__parsley,diced__parsley.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 257.0}"
diced__parsnip,diced__parsnip.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 562.0}"
diced__pastry,diced__pastry.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1442.0}"
diced__peach,diced__peach.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 651.0}"
diced__pear,diced__pear.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 592.0}"
diced__peppermint,diced__peppermint.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 710.0}"
diced__pepperoni,diced__pepperoni.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 583.0}"
diced__pickle,diced__pickle.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 655.0}"
diced__pie_crust,diced__pie_crust.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 545.0}"
diced__pieplant,diced__pieplant.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 516.0}"
diced__pineapple,diced__pineapple.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 732.0}"
diced__pita,diced__pita.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 254.0}"
diced__pizza,diced__pizza.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 503.0}"
diced__pizza_dough,diced__pizza_dough.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__plum,diced__plum.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 571.0}"
diced__pomegranate,diced__pomegranate.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 789.0}"
diced__pomelo,diced__pomelo.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 972.0}"
diced__pork,diced__pork.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 571.0}"
diced__porkchop,diced__porkchop.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__potato,diced__potato.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 562.0}"
diced__potato_pancake,diced__potato_pancake.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 774.0}"
diced__prawn,diced__prawn.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 719.0}"
diced__pretzel,diced__pretzel.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 381.0}"
diced__prosciutto,diced__prosciutto.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 237.0}"
diced__pumpkin,diced__pumpkin.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 490.0}"
diced__quail,diced__quail.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__quiche,diced__quiche.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 676.0}"
diced__radish,diced__radish.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 647.0}"
diced__ramen,diced__ramen.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 271.0}"
diced__rib,diced__rib.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 812.0}"
diced__roast_beef,diced__roast_beef.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1040.0}"
diced__roll_dough,diced__roll_dough.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 500.0}"
diced__rutabaga,diced__rutabaga.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 719.0}"
diced__salmon,diced__salmon.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1065.0}"
diced__scone,diced__scone.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 555.0}"
diced__shiitake,diced__shiitake.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 613.0}"
diced__sirloin,diced__sirloin.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__snapper,diced__snapper.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__sour_bread,diced__sour_bread.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 262.0}"
diced__sourdough,diced__sourdough.n.01,1,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 320.0}"
diced__spice_cookie,diced__spice_cookie.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 862.0}"
diced__spice_cookie_dough,diced__spice_cookie_dough.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1353.0}"
diced__spinach,diced__spinach.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 127.0}"
diced__sprout,diced__sprout.n.01,1,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 359.0}"
diced__squid,diced__squid.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 930.0}"
diced__steak,diced__steak.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1037.0}"
diced__strawberry,diced__strawberry.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 550.0}"
diced__sugar_cookie,diced__sugar_cookie.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 862.0}"
diced__sugar_cookie_dough,diced__sugar_cookie_dough.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1353.0}"
diced__sunflower,diced__sunflower.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 300.0}"
diced__sushi,diced__sushi.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1048.0}"
diced__sweet_corn,diced__sweet_corn.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 1057.0}"
diced__swiss_cheese,diced__swiss_cheese.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 915.0}"
diced__taco,diced__taco.n.01,0,manual,"{""type"": ""macro_physical_particle"", ""particle_density"": 516.0}"
